10/26/2020,"1,619.00","1,662.92","1,600.00","1,643.00","6,601,600","-2,062,992,888",-72.33,-4.22%,,3.93%,/,/
10/23/2020,"1,740.78","1,747.59","1,714.00","1,715.33","1,929,200","-954,979,296",-27.17,-1.56%,,1.96%,/,/
10/22/2020,"1,730.00","1,745.00","1,715.51","1,742.50","2,248,100","-397,237,296",9.17,0.53%,,1.72%,/,/
10/21/2020,"1,734.10","1,742.15","1,723.00","1,733.33","1,890,200","-1,019,609,296",-0.67,-0.04%,,1.11%,/,/
10/20/2020,"1,699.99","1,734.97","1,695.00","1,734.00","2,773,500","492,840,704",35,2.06%,,2.36%,/,/
10/19/2020,"1,725.00","1,733.98","1,691.90","1,699.00","1,922,700","-1,010,583,296",-13,-0.76%,,2.49%,/,/
10/16/2020,"1,725.00","1,734.58","1,703.00","1,712.00","1,737,800","-1,303,720,296",-13,-0.75%,,1.85%,/,/
10/15/2020,"1,721.13","1,735.00","1,721.00","1,725.00","1,620,500","-1,493,716,296",-4,-0.23%,,0.81%,/,/
10/14/2020,"1,740.00","1,746.98","1,726.00","1,729.00","2,048,200","-740,650,296",-10,-0.58%,,1.22%,/,/
10/13/2020,"1,750.62","1,750.62","1,735.00","1,739.00","2,294,400","-299,406,296",-11.61,-0.66%,,0.90%,/,/
10/12/2020,"1,700.00","1,750.61","1,700.00","1,750.61","4,373,000","-991,946,592",54.61,3.22%,,2.98%,/,/
10/09/2020,"1,692.00","1,706.42","1,688.00","1,696.00","3,424,000","1,522,313,704",27.5,1.65%,,1.09%,/,/
09/30/2020,"1,660.00","1,691.90","1,660.00","1,668.50","2,708,800","241,045,704",16.2,0.98%,,1.92%,/,/
09/29/2020,"1,669.33","1,669.40","1,652.30","1,652.30","1,743,100","-1,399,885,296",-8.7,-0.52%,,1.03%,/,/
09/28/2020,"1,635.19","1,668.50","1,635.19","1,661.00","2,423,300","-275,326,296",25.89,1.58%,,2.04%,/,/
09/25/2020,"1,630.00","1,650.00","1,625.00","1,635.11","2,258,300","-594,123,296",5.79,0.36%,,1.54%,/,/
09/24/2020,"1,635.97","1,658.88","1,626.80","1,629.32","3,005,100","620,425,704",-20.66,-1.25%,,1.97%,/,/
09/23/2020,"1,635.00","1,666.01","1,621.02","1,649.98","3,572,600","1,583,724,704",-15.71,-0.94%,,2.78%,/,/
09/22/2020,"1,650.00","1,686.98","1,650.00","1,665.69","2,326,600","-404,896,296",-1.11,-0.07%,,2.24%,/,/
09/21/2020,"1,692.76","1,692.76","1,666.66","1,666.80","2,244,500","-538,201,296",-28.2,-1.66%,,1.57%,/,/
09/18/2020,"1,665.00","1,695.00","1,635.01","1,695.00","4,720,200","-736,260,592",24.48,1.47%,,3.67%,/,/
09/17/2020,"1,700.00","1,700.00","1,658.00","1,670.52","6,368,000","2,093,416,408",-54.58,-3.16%,,2.53%,/,/
09/16/2020,"1,760.00","1,764.81","1,719.00","1,725.10","2,251,600","-378,509,296",-34.9,-1.98%,,2.66%,/,/
09/15/2020,"1,769.99","1,769.99","1,747.75","1,760.00","2,082,100","-640,094,296",-6,-0.34%,,1.27%,/,/
09/14/2020,"1,745.00","1,769.00","1,730.58","1,766.00","3,105,700","1,153,221,704",33,1.90%,,2.22%,/,/
09/11/2020,"1,688.00","1,736.00","1,688.00","1,733.00","3,108,800","1,044,916,704",27.2,1.59%,,2.84%,/,/
09/10/2020,"1,703.74","1,720.00","1,700.00","1,705.80","2,477,900","-58,272,296",17.8,1.05%,,1.18%,/,/
09/09/2020,"1,699.67","1,711.00","1,680.04","1,688.00","2,596,400","106,839,704",-23.4,-1.37%,3,1.84%,/,/
09/08/2020,"1,732.00","1,737.80","1,677.07","1,711.40","3,447,300","1,570,995,704",-12.1,-0.70%,,3.62%,/,/
09/07/2020,"1,760.00","1,777.99","1,703.97","1,723.50","3,111,300","1,151,387,704",-46.5,-2.63%,,4.34%,/,/
09/04/2020,"1,766.00","1,776.99","1,746.00","1,770.00","3,085,800","1,138,512,704",-23,-1.28%,,1.77%,/,/
09/03/2020,"1,795.00","1,812.00","1,779.70","1,793.00","3,043,800","1,176,366,704",-2,-0.11%,,1.81%,/,/
09/02/2020,"1,825.00","1,828.00","1,770.00","1,795.00","3,201,000","1,451,384,704",-6.98,-0.39%,,3.28%,/,/
09/01/2020,"1,792.00","1,802.00","1,775.01","1,801.98","3,164,000","1,366,627,704",15.48,0.87%,,1.52%,/,/
08/31/2020,"1,770.58","1,816.00","1,770.58","1,786.50","4,781,100","18,998,408",29.5,1.68%,,2.57%,/,/
08/28/2020,"1,731.00","1,764.00","1,721.50","1,757.00","4,230,000","-1,200,691,592",26,1.50%,,2.47%,/,/
08/27/2020,"1,731.99","1,733.98","1,705.00","1,731.00","2,263,600","-398,207,296",4,0.23%,,1.70%,/,/
08/26/2020,"1,734.00","1,745.00","1,715.02","1,727.00","2,621,600","235,407,704",0,0.00%,,1.75%,/,/
08/25/2020,"1,704.80","1,746.78","1,698.63","1,727.00","4,187,300","-1,362,624,592",30.65,1.81%,,2.83%,/,/
08/24/2020,"1,700.00","1,708.00","1,691.01","1,696.35","3,093,400","965,319,704",20.35,1.21%,,1.00%,/,/
08/21/2020,"1,673.00","1,698.00","1,671.00","1,676.00","2,508,300","-77,918,296",12,0.72%,,1.62%,/,/
08/20/2020,"1,674.00","1,679.00","1,656.00","1,664.00","2,238,300","-567,783,296",-23,-1.36%,,1.39%,/,/
08/19/2020,"1,700.00","1,717.00","1,682.99","1,687.00","2,691,500","283,176,704",-18,-1.06%,,2.02%,/,/
08/18/2020,"1,697.38","1,720.00","1,691.00","1,705.00","3,042,300","897,784,704",15,0.89%,,1.71%,/,/
08/17/2020,"1,674.00","1,704.35","1,670.00","1,690.00","4,357,300","-1,226,323,592",29,1.75%,,2.06%,/,/
08/14/2020,"1,639.90","1,665.70","1,631.00","1,661.00","3,765,400","1,935,508,704",26,1.59%,,2.13%,/,/
08/13/2020,"1,630.00","1,638.88","1,609.00","1,635.00","2,054,200","-953,314,296",8.05,0.49%,,1.86%,/,/
08/12/2020,"1,633.00","1,641.00","1,605.25","1,626.95","2,793,400","234,300,704",-15.56,-0.95%,,2.23%,/,/
08/11/2020,"1,640.00","1,666.43","1,640.00","1,642.51","3,581,900","1,641,937,704",8.52,0.52%,,1.61%,/,/
08/10/2020,"1,627.97","1,644.96","1,608.11","1,633.99","2,362,400","-437,245,296",2.99,0.18%,,2.29%,/,/
08/07/2020,"1,644.77","1,649.67","1,598.50","1,631.00","3,424,300","1,265,098,704",-6.96,-0.42%,,3.20%,/,/
08/06/2020,"1,670.00","1,674.03","1,630.00","1,637.96","3,264,900","1,077,975,704",-30.04,-1.80%,,2.70%,/,/
08/05/2020,"1,662.09","1,673.09","1,643.31","1,668.00","2,552,200","-58,354,296",-1.99,-0.12%,,1.81%,/,/
08/04/2020,"1,675.00","1,682.99","1,660.00","1,669.99","3,194,100","1,042,218,704",1.99,0.12%,3,1.38%,/,/
08/03/2020,"1,686.88","1,696.58","1,660.00","1,668.00","3,466,200","1,495,074,704",-10.18,-0.61%,,2.20%,/,/
07/31/2020,"1,685.00","1,705.00","1,646.00","1,678.18","4,068,500","-1,743,186,592",-1.82,-0.11%,,3.58%,/,/
07/30/2020,"1,671.20","1,700.59","1,670.50","1,680.00","3,837,400","-2,103,078,592",8,0.48%,,1.80%,/,/
07/29/2020,"1,690.00","1,690.00","1,633.00","1,672.00","5,074,900","-178,144,592",2,0.12%,,3.49%,/,/
07/28/2020,"1,630.00","1,680.00","1,630.00","1,670.00","5,491,200","543,787,408",47.45,2.92%,,3.07%,/,/
07/27/2020,"1,616.01","1,629.80","1,600.00","1,622.55","3,878,900","1,984,697,704",27.25,1.71%,,1.86%,/,/
07/24/2020,"1,654.85","1,666.00","1,585.00","1,595.30","7,875,300","-178,959,888",-80.7,-4.82%,,5.11%,/,/
07/23/2020,"1,672.00","1,691.00","1,650.00","1,676.00","3,432,100","1,444,083,704",-2.08,-0.12%,,2.48%,/,/
07/22/2020,"1,658.00","1,710.00","1,658.00","1,678.08","3,920,200","-1,952,668,592",10.08,0.60%,,3.14%,/,/
07/21/2020,"1,646.64","1,702.80","1,630.99","1,668.00","4,197,000","-1,563,580,592",31.04,1.90%,,4.40%,/,/
07/20/2020,"1,652.50","1,663.99","1,588.88","1,636.96","4,528,100","-1,226,111,592",-11.09,-0.67%,,4.73%,/,/
07/17/2020,"1,620.00","1,672.59","1,620.00","1,648.05","6,590,300","-2,021,480,888",34.05,2.11%,,3.25%,/,/
07/16/2020,"1,729.91","1,729.91","1,600.00","1,614.00","10,224,300","-278,495,184",-138.53,-7.90%,,8.12%,/,/
07/15/2020,"1,744.88","1,782.60","1,744.71","1,752.53","4,071,300","-1,413,373,592",-9.47,-0.54%,,2.17%,/,/
07/14/2020,"1,781.99","1,782.03","1,748.40","1,762.00","4,609,400","-454,099,592",-19.99,-1.12%,,1.92%,/,/
07/13/2020,"1,714.68","1,787.00","1,714.68","1,781.99","6,072,800","2,089,526,408",68.14,3.98%,,4.22%,/,/
07/10/2020,"1,689.00","1,736.60","1,688.94","1,713.85","3,710,100","2,057,540,704",7.85,0.46%,,2.82%,/,/
07/09/2020,"1,691.00","1,712.00","1,682.00","1,706.00","3,503,400","1,656,765,704",24.66,1.47%,3,1.78%,/,/
07/08/2020,"1,680.00","1,719.00","1,660.00","1,681.34","5,317,000","373,255,408",-6.66,-0.39%,,3.55%,/,/
07/07/2020,"1,603.09","1,744.82","1,601.00","1,688.00","6,666,400","-1,665,048,888",88,5.50%,,8.98%,/,/
07/06/2020,"1,538.00","1,616.00","1,531.81","1,600.00","5,182,200","-361,865,592",58.21,3.78%,,5.50%,/,/
07/03/2020,"1,550.00","1,552.50","1,516.88","1,541.79","3,512,600","1,100,670,704",-2.21,-0.14%,,2.35%,/,/
07/02/2020,"1,499.00","1,550.90","1,495.00","1,544.00","4,588,400","-1,575,644,592",49.73,3.33%,,3.74%,/,/
07/01/2020,"1,468.00","1,506.10","1,464.02","1,494.27","3,868,300","1,464,673,704",31.39,2.15%,,2.87%,/,/
06/30/2020,"1,463.12","1,468.98","1,455.12","1,462.88","2,244,700","-1,013,325,296",-0.29,-0.02%,,0.95%,/,/
06/29/2020,"1,448.00","1,466.00","1,437.01","1,463.17","2,808,100","-230,918,296",3.16,0.22%,,2.02%,/,/
06/24/2020,"1,463.60","1,465.71","1,445.00","1,460.01","2,513,900","-631,429,296",-14.49,-0.98%,,1.43%,/,/
06/23/2020,"1,435.00","1,482.00","1,433.52","1,474.50","3,393,500","668,227,704",35.5,2.47%,,3.38%,/,/
06/22/2020,"1,435.10","1,443.89","1,433.20","1,439.00","2,324,700","-951,430,296",-0.84,-0.06%,,0.75%,/,/
06/19/2020,"1,420.00","1,445.20","1,415.10","1,439.84","3,895,900","1,308,265,704",26.84,1.90%,,2.13%,/,/
06/18/2020,"1,404.90","1,413.20","1,400.10","1,413.00","2,101,100","-1,338,166,296",8,0.57%,,0.94%,/,/
06/17/2020,"1,411.86","1,411.90","1,395.02","1,405.00","1,945,400","-1,564,869,296",1.12,0.08%,4,1.21%,/,/
06/16/2020,"1,398.50","1,414.00","1,393.13","1,403.88","2,920,700","-195,248,296",20.88,1.51%,,1.50%,/,/
06/15/2020,"1,402.00","1,411.60","1,381.00","1,383.00","3,461,600","524,545,704",-33.37,-2.36%,,2.22%,/,/
06/12/2020,"1,387.17","1,416.37","1,383.31","1,416.37","2,842,800","-302,643,296",15.91,1.14%,,2.39%,/,/
06/11/2020,"1,411.01","1,417.99","1,396.99","1,400.46","3,071,200","19,879,704",-23.2,-1.63%,,1.50%,/,/
06/10/2020,"1,425.00","1,433.33","1,417.00","1,423.66","2,270,100","-1,060,123,296",7.11,0.50%,,1.15%,/,/
06/09/2020,"1,408.00","1,425.00","1,400.68","1,416.55","2,261,200","-1,095,117,296",10.45,0.74%,,1.74%,/,/
06/08/2020,"1,425.00","1,435.00","1,402.01","1,406.10","2,930,100","-149,668,296",-18.9,-1.33%,,2.35%,/,/
06/05/2020,"1,405.25","1,428.88","1,401.08","1,425.00","1,834,800","-1,697,442,296",17.01,1.21%,,1.98%,/,/
06/04/2020,"1,396.00","1,411.00","1,396.00","1,407.99","1,803,800","-1,760,507,296",8.69,0.62%,,1.07%,/,/
06/03/2020,"1,415.00","1,417.50","1,395.77","1,399.30","2,355,800","-986,584,296",-11.41,-0.81%,,1.56%,/,/
06/02/2020,"1,416.01","1,427.90","1,406.66","1,410.71","2,596,100","-615,756,296",-8.79,-0.62%,,1.51%,/,/
06/01/2020,"1,381.00","1,420.10","1,381.00","1,419.50","3,548,000","691,211,704",52.9,3.87%,,2.83%,/,/
05/29/2020,"1,332.10","1,369.98","1,332.10","1,366.60","3,044,500","-150,719,296",22.6,1.68%,,2.84%,/,/
05/28/2020,"1,337.97","1,346.94","1,321.13","1,344.00","2,648,600","-758,420,296",6,0.45%,,1.95%,/,/
05/27/2020,"1,359.00","1,360.00","1,333.00","1,338.00","2,677,800","-698,312,296",-20,-1.47%,,2.03%,/,/
05/26/2020,"1,369.88","1,369.95","1,355.00","1,358.00","2,247,100","-1,238,778,296",-4.9,-0.36%,,1.10%,/,/
05/25/2020,"1,330.00","1,366.58","1,321.00","1,362.90","3,156,100","-34,579,296",34.7,2.61%,,3.45%,/,/
05/22/2020,"1,366.00","1,366.10","1,322.88","1,328.20","3,442,800","313,729,704",-37.9,-2.77%,,3.27%,/,/
05/21/2020,"1,355.00","1,371.96","1,352.86","1,366.10","2,305,200","-1,147,861,296",15.1,1.12%,,1.41%,/,/
05/20/2020,"1,346.11","1,359.18","1,336.81","1,351.00","2,118,400","-1,435,511,296",4.89,0.36%,,1.67%,/,/
05/19/2020,"1,364.00","1,364.00","1,338.00","1,346.11","2,478,800","-952,756,296",-0.1,-0.01%,,1.94%,/,/
05/18/2020,"1,306.00","1,351.50","1,305.13","1,346.21","3,436,300","293,022,704",33.21,2.53%,,3.55%,/,/
05/15/2020,"1,329.00","1,333.50","1,301.88","1,313.00","2,639,900","-825,230,296",-13.59,-1.02%,,2.43%,/,/
05/14/2020,"1,330.00","1,334.88","1,325.11","1,326.59","1,857,500","-1,826,990,296",-9.36,-0.70%,5,0.74%,/,/
05/13/2020,"1,333.00","1,337.99","1,322.88","1,335.95","2,201,500","-1,363,502,296",2.95,0.22%,,1.14%,/,/
05/12/2020,"1,318.00","1,334.99","1,316.00","1,333.00","1,972,200","-1,673,142,296",9.99,0.76%,,1.44%,/,/
05/11/2020,"1,320.00","1,335.00","1,313.67","1,323.01","2,367,200","-1,158,976,296",8.4,0.64%,,1.62%,/,/
05/08/2020,"1,317.00","1,338.00","1,308.51","1,314.61","2,907,900","-455,748,296",2.61,0.20%,,2.25%,/,/
05/07/2020,"1,299.40","1,314.99","1,293.00","1,312.00","2,793,500","-647,338,296",12,0.92%,,1.70%,/,/
05/06/2020,"1,251.00","1,300.00","1,250.00","1,300.00","3,583,500","303,622,704",34.3,2.71%,,4.00%,/,/
04/30/2020,"1,271.00","1,285.01","1,258.88","1,265.70","2,466,100","-1,160,558,296",-9.2,-0.72%,,2.08%,/,/
04/29/2020,"1,277.80","1,288.10","1,258.00","1,274.90","2,344,500","-1,318,242,296",-4.23,-0.33%,,2.39%,/,/
04/28/2020,"1,285.31","1,299.94","1,271.88","1,279.13","3,466,200","163,582,704",3.13,0.25%,,2.21%,/,/
04/27/2020,"1,257.00","1,278.17","1,250.96","1,276.00","2,590,400","-1,010,453,296",25.44,2.03%,,2.18%,/,/
04/24/2020,"1,248.00","1,259.89","1,235.18","1,250.56","1,912,300","-1,904,522,296",-1.7,-0.14%,,2.00%,/,/
04/23/2020,"1,250.00","1,265.68","1,247.77","1,252.26","2,689,900","-917,924,296",7.76,0.62%,,1.44%,/,/
04/22/2020,"1,206.00","1,249.50","1,202.22","1,244.50","4,403,500","1,135,410,704",44.5,3.71%,,3.93%,/,/
04/21/2020,"1,221.02","1,223.99","1,193.00","1,200.00","2,922,500","-777,948,296",-27.3,-2.22%,,2.60%,/,/
04/20/2020,"1,221.00","1,231.50","1,216.80","1,227.30","2,423,900","-1,331,483,296",1.3,0.11%,,1.21%,/,/
04/17/2020,"1,210.00","1,234.56","1,205.01","1,226.00","3,824,600","381,651,704",28.9,2.41%,,2.45%,/,/
04/16/2020,"1,192.97","1,197.10","1,184.10","1,197.10","2,172,800","-1,706,535,296",7.5,0.63%,,1.10%,/,/
04/15/2020,"1,192.00","1,203.99","1,187.10","1,189.60","2,933,300","-793,648,296",4.5,0.38%,,1.42%,/,/
04/14/2020,"1,176.00","1,191.55","1,166.00","1,185.10","3,680,000","45,891,704",22.8,1.96%,,2.19%,/,/
04/13/2020,"1,165.00","1,169.98","1,148.50","1,162.30","1,598,200","1,854,564,000",-2.7,-0.23%,,1.87%,/,/
04/10/2020,"1,157.88","1,181.50","1,153.50","1,165.00","2,780,500","-1,042,366,296",6.5,0.56%,,2.43%,/,/
04/09/2020,"1,166.00","1,169.00","1,147.96","1,158.50","2,281,700","-1,654,736,296",-1.26,-0.11%,,1.83%,/,/
04/08/2020,"1,152.00","1,166.31","1,152.00","1,159.76","2,422,500","-1,485,544,296",-0.19,-0.02%,,1.24%,/,/
04/07/2020,"1,161.95","1,166.50","1,148.89","1,159.95","4,348,800","746,558,704",20.16,1.77%,,1.53%,/,/
04/03/2020,"1,139.03","1,147.96","1,131.98","1,139.79","2,761,800","-1,146,545,296",-5.21,-0.46%,,1.41%,/,/
04/02/2020,"1,104.00","1,145.00","1,103.88","1,145.00","4,520,600","800,200,704",42,3.81%,,3.73%,/,/
04/01/2020,"1,117.00","1,129.00","1,103.00","1,103.00","3,320,600","-594,782,296",-8,-0.72%,,2.36%,/,/
03/31/2020,"1,082.00","1,115.00","1,081.80","1,111.00","4,798,500","998,203,704",39,3.64%,,3.07%,/,/
03/30/2020,"1,060.25","1,077.00","1,057.00","1,072.00","3,068,800","-1,015,143,296",-3.5,-0.33%,,1.89%,/,/
03/27/2020,"1,085.00","1,092.00","1,075.01","1,075.50","3,626,200","-363,207,296",10.58,0.99%,,1.58%,/,/
03/26/2020,"1,073.33","1,091.20","1,062.00","1,064.92","3,004,900","-1,063,212,296",-15.18,-1.41%,,2.75%,/,/
03/25/2020,"1,087.98","1,091.36","1,074.20","1,080.10","3,704,900","-279,905,296",24.1,2.28%,,1.60%,/,/
03/24/2020,"1,043.00","1,058.88","1,035.00","1,056.00","4,665,100","605,397,704",37,3.63%,,2.31%,/,/
03/23/2020,"1,000.00","1,035.28",991.52,"1,019.00","4,847,300","623,154,704",-16.28,-1.57%,,4.41%,/,/
03/20/2020,"1,011.00","1,043.00","1,011.00","1,035.28","6,014,000","1,874,127,704",39.28,3.94%,,3.17%,/,/
03/19/2020,993.99,"1,015.00",960.1,996,"10,226,600","1,485,946,408",-11.99,-1.19%,,5.72%,/,/
03/18/2020,"1,040.00","1,060.00","1,007.99","1,007.99","7,346,000","-1,007,171,592",-37.11,-3.55%,,5.16%,/,/
03/17/2020,"1,055.00","1,078.00","1,011.12","1,045.10","7,936,000","-312,461,592",-21.9,-2.05%,,6.61%,/,/
03/16/2020,"1,103.98","1,107.95","1,062.00","1,067.00","5,123,300","1,253,979,704",-45.03,-4.05%,,4.33%,/,/
03/13/2020,"1,090.00","1,128.98","1,080.00","1,112.03","7,588,600","-241,437,592",-26.47,-2.32%,,4.54%,/,/
03/12/2020,"1,141.22","1,153.00","1,125.10","1,138.50","3,663,100","-122,360,296",-20.02,-1.73%,,2.48%,/,/
03/11/2020,"1,155.50","1,169.58","1,141.00","1,158.52","3,554,800","-170,359,296",2.52,0.22%,,2.50%,/,/
03/10/2020,"1,113.00","1,168.00","1,113.00","1,156.00","5,806,300","-1,953,997,592",41.99,3.77%,,4.94%,/,/
03/09/2020,"1,135.00","1,135.00","1,111.31","1,114.01","4,340,500","570,321,704",-41.49,-3.59%,,2.13%,/,/
03/06/2020,"1,163.00","1,176.00","1,151.98","1,155.50","3,064,100","-741,344,296",-15.5,-1.32%,,2.09%,/,/
03/05/2020,"1,136.31","1,174.99","1,130.56","1,171.00","6,242,700","-1,379,448,592",42.08,3.73%,,3.93%,/,/
03/04/2020,"1,125.00","1,139.00","1,116.24","1,128.92","5,379,300","1,785,182,704",15.92,1.43%,,2.04%,/,/
03/03/2020,"1,098.00","1,118.88","1,098.00","1,113.00","5,025,100","1,290,260,704",26.99,2.49%,,1.90%,/,/
03/02/2020,"1,050.11","1,096.55","1,050.01","1,086.01","4,766,400","859,362,704",29.01,2.74%,,4.43%,/,/
02/28/2020,"1,070.30","1,082.00","1,049.97","1,057.00","4,994,700","1,012,962,704",-30.39,-2.79%,,3.05%,/,/
02/27/2020,"1,076.00","1,094.99","1,076.00","1,087.39","3,449,900","-536,183,296",13.69,1.28%,,1.76%,/,/
02/26/2020,"1,062.00","1,084.00","1,055.00","1,073.70","4,356,100","368,311,704",-1.11,-0.10%,,2.75%,/,/
02/25/2020,"1,078.00","1,082.09","1,067.88","1,074.81","3,838,600","-167,534,296",-12.37,-1.14%,,1.33%,/,/
02/24/2020,"1,105.50","1,110.00","1,085.50","1,087.18","3,865,100","-73,109,296",-25.7,-2.31%,,2.26%,/,/
02/21/2020,"1,111.46","1,123.54","1,110.01","1,112.88","2,894,100","-1,069,629,296",-5.12,-0.46%,,1.22%,/,/
02/20/2020,"1,096.70","1,124.00","1,095.41","1,118.00","4,680,300","925,693,704",21.5,1.96%,,2.61%,/,/
02/19/2020,"1,085.00","1,101.50","1,078.00","1,096.50","3,705,200","-242,601,296",12.5,1.15%,,2.18%,/,/
02/18/2020,"1,090.01","1,096.88","1,083.00","1,084.00","2,666,500","-1,397,237,296",-9.82,-0.90%,,1.28%,/,/
02/17/2020,"1,082.50","1,096.19","1,082.40","1,093.82","2,702,900","-1,348,784,296",5.82,0.53%,,1.27%,/,/
02/14/2020,"1,090.45","1,093.51","1,083.11","1,088.00","2,328,800","-1,760,398,296",-3,-0.27%,,0.96%,/,/
02/13/2020,"1,098.00","1,113.89","1,088.01","1,091.00","3,035,800","-959,689,296",-6.27,-0.57%,,2.38%,/,/
02/12/2020,"1,089.00","1,098.79","1,085.88","1,097.27","2,812,600","-1,222,673,296",-0.73,-0.07%,,1.19%,/,/
02/11/2020,"1,063.00","1,099.68","1,062.80","1,098.00","4,791,800","927,951,704",31.51,2.95%,,3.47%,/,/
02/10/2020,"1,062.00","1,074.60","1,057.20","1,066.49","3,053,400","-1,043,058,296",-9.51,-0.88%,,1.65%,/,/
02/07/2020,"1,070.01","1,077.00","1,061.02","1,076.00","3,127,900","-946,072,296",5,0.47%,,1.51%,/,/
02/06/2020,"1,059.43","1,075.00","1,052.02","1,071.00","4,717,200","716,279,704",21.01,2.00%,,2.18%,/,/
02/05/2020,"1,050.00","1,054.00","1,033.03","1,049.99","4,741,900","661,388,704",11.98,1.15%,,2.03%,/,/
02/04/2020,"1,015.00","1,057.00","1,011.01","1,038.01","6,262,500","-2,099,464,592",34.09,3.40%,,4.55%,/,/
02/03/2020,985,"1,010.68",980,"1,003.92","12,344,300","-569,909,888",-48.88,-4.64%,,3.13%,/,/
01/23/2020,"1,076.00","1,076.00","1,037.00","1,052.80","5,346,900","1,343,978,704",-22.71,-2.11%,,3.76%,/,/
01/22/2020,"1,070.00","1,084.00","1,055.38","1,075.51","3,620,100","-419,691,296",0.21,0.02%,,2.71%,/,/
01/21/2020,"1,081.00","1,087.00","1,072.30","1,075.30","3,287,500","-752,525,296",-15.7,-1.44%,,1.37%,/,/
01/20/2020,"1,111.86","1,111.86","1,082.00","1,091.00","3,539,200","-436,720,296",-16.5,-1.49%,,2.76%,/,/
01/17/2020,"1,110.00","1,112.78","1,101.01","1,107.50","2,347,300","-1,695,321,296",0.5,0.05%,,1.07%,/,/
01/16/2020,"1,118.87","1,118.87","1,102.58","1,107.00","2,319,200","-1,723,373,296",-5.13,-0.46%,,1.48%,/,/
01/15/2020,"1,109.01","1,121.60","1,105.00","1,112.13","2,603,000","-1,399,363,296",4.73,0.43%,,1.50%,/,/
01/14/2020,"1,124.20","1,124.89","1,103.00","1,107.40","3,514,500","-378,666,296",-16.87,-1.50%,,1.98%,/,/
01/13/2020,"1,112.50","1,129.20","1,112.00","1,124.27","3,851,600","30,720,704",11.77,1.06%,,1.55%,/,/
01/10/2020,"1,109.00","1,115.99","1,102.50","1,112.50","3,597,600","-301,509,296",9.8,0.89%,,1.22%,/,/
01/09/2020,"1,094.00","1,105.39","1,090.00","1,102.70","3,740,600","-184,017,296",14.56,1.34%,,1.41%,/,/
01/08/2020,"1,085.05","1,095.50","1,082.58","1,088.14","2,500,900","-1,574,595,296",-6.39,-0.58%,4,1.19%,/,/
01/07/2020,"1,077.50","1,099.00","1,076.40","1,094.53","4,785,400","925,730,704",16.54,1.53%,,2.10%,/,/
01/06/2020,"1,070.86","1,092.90","1,067.30","1,077.99","6,341,500","-1,736,016,592",-0.57,-0.05%,,2.40%,/,/
01/03/2020,"1,117.00","1,117.00","1,076.90","1,078.56","13,031,900","1,381,479,112",-51.44,-4.55%,,3.72%,/,/
01/02/2020,"1,128.00","1,145.06","1,116.00","1,130.00","14,810,000","-483,031,184",-53,-4.48%,,2.60%,/,/
12/31/2019,"1,183.00","1,188.00","1,176.51","1,183.00","2,258,900","-1,628,261,296",-2.8,-0.24%,,0.98%,/,/
12/30/2019,"1,170.20","1,195.50","1,170.20","1,185.80","4,076,100","532,715,704",22.8,1.96%,,2.16%,/,/
12/27/2019,"1,150.00","1,172.00","1,150.00","1,163.00","4,706,700","1,191,485,704",27.9,2.46%,,1.91%,/,/
12/26/2019,"1,132.00","1,141.98","1,119.99","1,135.10","2,287,800","-1,708,970,296",1.4,0.12%,,1.96%,/,/
12/25/2019,"1,143.00","1,143.00","1,130.01","1,133.70","2,430,600","-1,539,231,296",-14.3,-1.25%,,1.15%,/,/
12/24/2019,"1,153.00","1,155.00","1,145.00","1,148.00","1,182,400","1,358,537,000",-1.3,-0.11%,,0.87%,/,/
12/23/2019,"1,139.00","1,162.50","1,136.00","1,149.30","2,592,000","-1,313,029,296",3,0.26%,,2.33%,/,/
12/20/2019,"1,162.18","1,162.18","1,141.50","1,146.30","2,356,400","-1,591,354,296",-11.1,-0.96%,,1.81%,/,/
12/19/2019,"1,163.00","1,163.00","1,152.00","1,157.40","1,955,300","-2,032,368,296",-10.6,-0.91%,,0.95%,/,/
12/18/2019,"1,174.00","1,175.20","1,164.00","1,168.00","1,964,100","-1,999,003,296",-1.98,-0.17%,,0.96%,/,/
12/17/2019,"1,149.70","1,173.60","1,143.03","1,169.98","4,261,700","642,074,704",22.06,1.92%,,2.67%,/,/
12/16/2019,"1,163.00","1,163.00","1,137.94","1,147.92","3,093,700","-740,833,296",-15.08,-1.30%,,2.20%,/,/
12/13/2019,"1,146.00","1,165.00","1,146.00","1,163.00","3,000,100","-821,039,296",26,2.29%,,1.66%,/,/
12/12/2019,"1,156.00","1,159.94","1,130.08","1,137.00","2,941,000","-932,267,296",-21.98,-1.90%,,2.64%,/,/
12/11/2019,"1,168.00","1,170.75","1,155.55","1,158.98","1,456,800","1,689,988,000",-5.42,-0.47%,,1.32%,/,/
12/10/2019,"1,159.60","1,165.00","1,151.00","1,164.40","1,508,700","1,749,357,000",5.7,0.49%,,1.22%,/,/
12/09/2019,"1,175.00","1,176.00","1,156.10","1,158.70","2,182,500","-1,751,434,296",-11.3,-0.97%,,1.72%,/,/
12/06/2019,"1,135.97","1,170.00","1,130.10","1,170.00","3,950,700","270,676,704",40.2,3.56%,,3.53%,/,/
12/05/2019,"1,125.00","1,132.01","1,118.00","1,129.80","2,133,900","-1,892,463,296",7.47,0.67%,,1.25%,/,/
